gap_uid,card,process_ref,process_name,L1_대분류,종류,종류설명,내용,제안담당,담당_근거,선행,관련_row_id,root_cause_id,root_cause,걸린낱말
GX-t63-116,t63,P17,주문 조회·후속 처리,장바구니·주문,다,다 — 코드는 있는데 연결 안 됨,주문 상태 조회(회원) — ORDER_STATUS_LABEL_KO 매핑과 mypage/orders 상세 페이지로 회원 주문 상태 조회.,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-ORD-021,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-117,t63,P17,주문 조회·후속 처리,장바구니·주문,나,나 — 행은 있는데 코드 0,비회원 주문 조회(주문번호+휴대전화) — 실제 구현은 주문번호+주문 비밀번호(password) 기반이며 문서화된 POST /guest/orders/{orderNo}의 mobileNo 파라미터는 UI 폼에서 쓰이지 않음(휴대전화 입력칸 없음) — 요구된 주문번호+휴대전화 방식과 불일치,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-ORD-022,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-118,t63,P17,주문 조회·후속 처리,장바구니·주문,다,다 — 코드는 있는데 연결 안 됨,주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→배송완료→구매확정) — ORDER_STATUS_LABEL_KO 가 DEPOSIT_WAIT/PAY_DONE/PRODUCT_PREPARE/DELIVERY_PREPARE/DELIVERY_ING/DELIVERY_DONE/BUY_CONFIRM 전 단계를 한글 라벨로 매핑 — 요청된 전이 순서와 정확히 일치.,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-ORD-023,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-119,t63,P17,주문 조회·후속 처리,장바구니·주문,나,나 — 행은 있는데 코드 0,인쇄 공정 단계 상태 노출(검판·출력·후가공) — artwork_promote.py 의 MES 관련 주석은 원고를 MES 에 넘긴다는 내부 파이프라인 설명이지 고객 화면 노출 기능이 아님.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-ORD-024,RC-03,MES WCF 스펙 미확보(BLK-S2-3) — 생산 다리가 통째로 비어 있다,MES
GX-t63-120,t63,P17,주문 조회·후속 처리,장바구니·주문,다,다 — 코드는 있는데 연결 안 됨,구매확정(고객·자동) — 배송중 배송완료 상태의 상품주문을 구매확정 처리하는 API 가 비회원(1950)·회원(6612) 양쪽에 있고 delivery-done(자동/수령확인 2008)도 별도 존재 — 고객 수동 확정과 자동 확정 경로 모두 shopby 스펙에 존재.,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-ORD-025,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t63-121,t63,P17,주문 조회·후속 처리,장바구니·주문,나,나 — 행은 있는데 코드 0,재주문(동일 사양 반복) — 가이드 스텁 문서 제목 외 실제 재주문(동일 사양 반복) 기능 코드를 찾지 못함.,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-ORD-026,RC-22,레거시·더미 콘텐츠 잔존·하드코딩(운영자가 못 고친다),스텁
GX-t63-122,t63,P18,오프라인 주문 등록,장바구니·주문,다,다 — 코드는 있는데 연결 안 됨,오프라인 주문 별도 등록 경로 — TOrdOrders 모델(models.py:1058)은 order/register S2S 수신 전용이고 오프라인 주문을 위한 별도 등록 화면/API 는 못 찾음.,서희항,,코드는 있는데 원장 상태가 「부분」다,STD-ORD-027,RC-02,order/register 주문등록 S2S — 제공자는 살아 있고 호출측이 없다,order/register
GX-t63-123,t63,P19,결제하기,결제,가,가 — 원장에 행 없음,무통장 입금 확인 → 결제완료 전이 — 입금대기에서 결제완료로 넘어가는 확인 단계가 원장에 행으로 없다,최숙진,,원장 735행에 행을 새로 섞지 않는다 — 이 제안으로만 남긴다,,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-124,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,카드 결제 화면 분기(비회원·회원 주문서) — 세션 유무로 CheckoutForm(회원)/GuestCheckoutForm(비회원) 분기 구현됨,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-020,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-125,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,신용카드 결제(PG) — 신용카드 탭 UI는 있으나 제출 로직이 bank_transfer 외 전부 차단(주석 '카드/PG 연동은 후속') — PG 미연동 확정,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-001,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-126,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,"실시간 계좌이체 — 실시간계좌이체 탭 UI만 존재, 제출 시 무통장 외 차단(동일 사유)",김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-002,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-127,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,"네이버페이 결제 — huni-mall 코드에 네이버페이 없음. 샵바이 PG 코드값(NAVER_PAY)만 스펙에 존재, 연동 없음",외부(네이버페이),,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-004,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-128,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,"카카오페이 결제 — 카카오페이 동일 — PG 코드값만 존재, huni-mall 연동 없음",외부(카카오페이),,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-005,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),카카오페이
GX-t63-129,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,"토스페이 결제 — 토스페이먼츠 동일 — PG 코드값만 존재, huni-mall 연동 없음",최숙진,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-006,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),토스
GX-t63-130,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,할부·무이자 옵션 — 안내문구에 '일시불/할부 선택' 언급만 있고 실제 할부 옵션 UI·로직 없음(카드결제 자체 미연동),외부(KG이니시스),,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-009,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-131,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,"수동카드결제(키인·가상단말 · PC+모바일) — PG 가맹계약 항목, 코드 없음이 정상",외부(KG이니시스),,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-019,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-132,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,"적립금(프린팅머니) 결제 — 적립금(포인트) 사용액 입력→클램프→reserve 요청 subPayAmt 로 전달, 무통장결제와 결합해 실사용됨",김동학,,코드는 있는데 원장 상태가 「부분」다,STD-PAY-007,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),프린팅머니
GX-t63-133,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,"복합결제(적립금+PG 병용) — 적립금+무통장 조합은 실사용되나, 원 문구가 요구하는 '적립금+PG(카드 등)' 병용은 PG 자체가 없어 미구현",김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-008,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-134,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,B2B 후불결제 — B2B 후불결제 코드 전무 확인,김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-010,RC-20,B2B 거래처·후불 여신 범위 미확정,B2B
GX-t63-135,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,결제 금액 위변조 검증(서버 재계산 대조) — 서버 전용 재견적 프록시가 서명된 token 으로 결제 직전 가격을 재계산(위변조 방지). widget-order.ts 는 총액÷10 을 shopby 주문수량으로 치환하는 간접 방식이라 README.md:70-71 에 알려진 이슈로 별도 기재됨,김동학+서희항,,코드는 있는데 원장 상태가 「부분」다,STD-PAY-013,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t63-136,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,"위젯 총액↔shopby 청구액 「10원×수량」 모델 정합 검증(표시↔청구 불일치 알려진 이슈) — 10원×수량 모델을 코드로 구현(SHOPBY_AMOUNT_UNIT=10, amountToOrderCnt) 확인. README 자체가 '표시↔청구 불일치, 별도 과제'로 알려진 이슈 명시 — 정합 검증은 아직 완료 안 됨(scope.csv 상태 '미착수'와 일치)",김동학+서희항,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-031,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,shopby
GX-t63-137,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,PG 리다이렉트·결제 확정 콜백 — NCPPay SDK reservation()→confirmUrl 리다이렉트로 PG 결제확정 콜백 처리 구현,김동학,,코드는 있는데 원장 상태가 「부분」다,STD-PAY-011,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-138,t63,P19,결제하기,결제,다,다 — 코드는 있는데 연결 안 됨,"결제 실패 안내·재시도 — NCPPay onError 콜백 시 toast.error 안내 + result=FAIL 시 OrderFailView(장바구니로 돌아가기)만 있음, 전용 재시도 버튼은 없음(부분)",김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-012,RC-99,공통 뿌리 없음 — 그 구간의 개별 건(사람이 읽어야 한다),
GX-t63-139,t63,P19,결제하기,결제,나,나 — 행은 있는데 코드 0,"결제 포기 처리 — 결제 포기(이탈) 전용 처리 없음, 결제 실패(FAIL) 처리만 존재",김동학,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-014,RC-23,실측으로 확인하지 못했다(코드·화면을 찾지 못함),찾지 못했
GX-t63-140,t63,P20,결제수단 개통하기,결제,라,라 — 결정 미정,토스 계약 조건 확인(건당 수수료·가입비/연관리비 면제 프로모션·포트원 경유) — PG 계약 조건 확인 안건,외부(토스페이먼츠),,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-PAY-022,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),토스
GX-t63-141,t63,P20,결제수단 개통하기,결제,라,라 — 결정 미정,「자사 상품 전용 선불 충전」 용도 가맹점 심사 가능 여부 사전 확인 — PG 가맹 심사 안건,외부(토스페이먼츠),,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-PAY-023,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),선불
GX-t63-142,t63,P20,결제수단 개통하기,결제,라,라 — 결정 미정,경로별 수수료 차이(이니시스 경유 +0.x% 여부) 확인 — 가맹 수수료 비교 안건,외부(이니시스·카카오페이),,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-PAY-026,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),수수료
GX-t63-143,t63,P20,결제수단 개통하기,결제,라,라 — 결정 미정,카카오페이 신청 서류·절차 정리 후 전달 — 행정 절차 안건,신우진,,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-PAY-024,RC-08,결제수단 개통·외부 계약 회신 대기(토스·카카오페이·이니시스),카카오페이
GX-t63-144,t63,P20,결제수단 개통하기,결제,라,라 — 결정 미정,"샵바이 어드민의 카카오페이 신청 경로 확인 — 샵바이 어드민 신청화면은 UI 전용 기능으로 추정, API 스펙엔 노출 안 됨(실화면 확인은 별도 과제)",김동학,,사람이 정해야 끝나는 안건 — 코드가 없는 것이 결함이 아니다,STD-PAY-025,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-145,t63,P20,결제수단 개통하기,결제,나,나 — 행은 있는데 코드 0,"충전은 현금만 수납 — 이니시스 PG 결제와 회계 분리 — 회계 정책 확정 안건, 코드 없음이 정상",신우진,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-021,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),충전
GX-t63-146,t63,P20,결제수단 개통하기,결제,나,나 — 행은 있는데 코드 0,결제수단 노출설정 10항목 켜기(PG 승인 후) — 결제수단 노출설정은 샵바이 셀러어드민 UI 기능으로 추정되나 API 스펙에서 전용 엔드포인트 확인 못함,최숙진,,코드·명세를 뒤졌으나 구현을 찾지 못했다,STD-PAY-027,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-147,t63,P20,결제수단 개통하기,결제,다,다 — 코드는 있는데 연결 안 됨,"미입금 주문 자동취소 기간 정책 확정(현재 무통장 7영업일·가상계좌 7일) — 정책값 확정 안건, 자동취소 자체는 샵바이 플랫폼이 수행(어드민 설정), huni-mall/스펙에 전용 코드 없음",최숙진,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-029,RC-01,프린팅머니 원장 소유 미결(A 샵바이 적립금 vs B′ 후니 원장+외부포인트),가상계좌
GX-t63-148,t63,P21,결제 증빙 발급,결제,다,다 — 코드는 있는데 연결 안 됨,사업자정보 등록·관리 — 사업자정보는 샵바이 워크스페이스(셀러어드민) 등록 필드로 관리. huni-mall 화면은 하드코딩된 표시용 더미(등록·수정 UI 없음),김동학,,코드는 있는데 원장 상태가 「부분」다,STD-PAY-017,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-149,t63,P21,결제 증빙 발급,결제,다,다 — 코드는 있는데 연결 안 됨,"현금영수증 발급 — huni-mall 화면은 정적 더미 데이터(버튼 onClick 없음, API 미연동). 샵바이 서버엔 현금영수증 신청 API(POST /guest/orders/{orderNo}/cashReceipt) 자체는 존재",김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-015,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
GX-t63-150,t63,P21,결제 증빙 발급,결제,다,다 — 코드는 있는데 연결 안 됨,세금계산서 발급 신청·내역 — 동일 — 화면은 정적 더미. 샵바이 서버 API 는 '발행결과 업데이트'(PUT /orders/tax-invoice)만 존재,김동학,,코드는 있는데 원장 상태가 「미착수」다,STD-PAY-016,RC-05,샵바이 Server API — 명세는 완비인데 호출 코드가 0,샵바이
