std_id,대분류,중분류,기능,상태,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,done_criteria
STD-MYP-018,마이페이지,대시보드,마이페이지 서브메인(기능군 랜딩) 화면,미판정,F-030;IA-030;SCOPE-030,,N,N,"L3/legacy-normalized.json#F-030,IA-030,SCOPE-030 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:31 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A31:K31",R3 · 문서 근거만 있음,,
STD-MYP-019,마이페이지,대시보드,마이페이지 통합 검색결과 LIST 화면,미판정,F-031;IA-031;SCOPE-031,,N,N,"L3/legacy-normalized.json#F-031,IA-031,SCOPE-031 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:32 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A32:K32",R3 · 문서 근거만 있음,,
STD-CAT-023,상품·카탈로그,상품,상품 기본정보 세팅·로드(상품코드·주문가능여부·회원전용 노출 게이팅),미판정,F-032;IA-032;SCOPE-032,,N,N,"L3/legacy-normalized.json#F-032,IA-032,SCOPE-032 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:33 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A33:K33",R3 · 문서 근거만 있음,,
STD-CAT-024,상품·카탈로그,상품군,포장재 상품군 주문 경로(전용 옵션·주문 흐름),미판정,F-091;IA-091;SCOPE-091,,Y,Y,"L3/legacy-normalized.json#F-091,IA-091,SCOPE-091 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:92 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A92:K92",R3 · 문서 근거만 있음,,
STD-CAT-025,상품·카탈로그,상품군,굿즈 상품군 주문 경로(파우치·백 포함),미판정,F-092;IA-092;SCOPE-092,,N,Y,"L3/legacy-normalized.json#F-092,IA-092,SCOPE-092 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:93 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A93:K93",R3 · 문서 근거만 있음,,
STD-CAT-026,상품·카탈로그,상품군,수작 상품 메인·상품페이지 경로,미판정,F-093;IA-093;SCOPE-093,,N,N,"L3/legacy-normalized.json#F-093,IA-093,SCOPE-093 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:94 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A94:K94",R3 · 문서 근거만 있음,,
STD-OPT-056,옵션·견적,인쇄옵션,캘린더 가공·장수(월수) 선택,미판정,F-045;IA-045;SCOPE-045,,N,N,"L3/legacy-normalized.json#F-045,IA-045,SCOPE-045 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:46 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A46:K46",R3 · 문서 근거만 있음,,
STD-OPT-057,옵션·견적,가이드,규격 가이드 모달(사이즈 안내 팝업),미판정,IA-057;SCOPE-057,,N,N,"L3/legacy-normalized.json#IA-057,SCOPE-057 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A58:K58",R3 · 문서 근거만 있음,,
STD-OPT-058,옵션·견적,가이드,주문가능 자재(용지) 목록 모달,미판정,F-059;IA-059;SCOPE-059,,N,Y,"L3/legacy-normalized.json#F-059,IA-059,SCOPE-059 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:60 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A60:K60",R3 · 문서 근거만 있음,,
STD-ART-029,원고·파일,업로드,가변데이터 인쇄(VDP) 데이터 업로드·병합,미판정,F-055;IA-055;SCOPE-055,,N,N,"L3/legacy-normalized.json#F-055,IA-055,SCOPE-055 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:56 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A56:K56",R3 · 문서 근거만 있음,,
STD-ORD-028,장바구니·주문,주문,선택옵션→주문 데이터 변환(확정 사양의 주문항목 생성),미판정,F-062;IA-062;SCOPE-062,,Y,Y,"L3/legacy-normalized.json#F-062,IA-062,SCOPE-062 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:63 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A63:K63 · 돈Y·주문Y·1차",R3 · 문서 근거만 있음,,
STD-PAY-019,결제,결제수단,수동카드결제(키인·가상단말 · PC+모바일),미판정,IA-074;SCOPE-074,,N,N,"L3/legacy-normalized.json#F-074,IA-074,SCOPE-074 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:75 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A75:K75",R3 · 문서 근거만 있음,,
STD-INF-001,정보·콘텐츠,회사정보,회사소개 페이지,done,IA-083;SCOPE-083,SB-058,N,N,"L3/legacy-normalized.json#IA-083,SCOPE-083 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A84:K84 · L2/as-is-inventory.csv#SB-058 huni-skin-shopby/src/app/(main)/company/page.tsx:1",R2 · L2 실측 행 승계,,
STD-INF-002,정보·콘텐츠,회사정보,찾아오시는 길(약도·교통 안내),done,IA-086;SCOPE-086,SB-058,N,N,"L3/legacy-normalized.json#IA-086,SCOPE-086 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A87:K87 · L2/as-is-inventory.csv#SB-058 huni-skin-shopby/src/app/(main)/location/page.tsx:1",R2 · L2 실측 행 승계,,
STD-INF-003,정보·콘텐츠,약관·정책,이용약관 페이지 게시,done,IA-084;SCOPE-084,SB-057,N,N,"L3/legacy-normalized.json#IA-084,SCOPE-084 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A85:K85 · L2/as-is-inventory.csv#SB-057 huni-skin-shopby/src/app/(main)/terms/page.tsx:1",R2 · L2 실측 행 승계 · lead 결정 1 · 재매핑 권고 반영,,
STD-INF-004,정보·콘텐츠,약관·정책,개인정보처리방침 페이지 게시,done,IA-085;SCOPE-085,SB-057,N,N,"L3/legacy-normalized.json#IA-085,SCOPE-085 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A86:K86 · L2/as-is-inventory.csv#SB-057 huni-skin-shopby/src/app/(main)/privacy/page.tsx:1 · src/lib/legal/markdown.ts:1",R2 · L2 실측 행 승계 · lead 결정 1 · 재매핑 권고 반영,,
STD-ADC-015,운영자·회원CS,게시판,매장(거래처) 게시판 관리,미판정,F-096;IA-096;SCOPE-096,,N,N,"L3/legacy-normalized.json#F-096,IA-096,SCOPE-096 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:97 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A97:K97",R3 · 문서 근거만 있음,,
STD-ADC-016,운영자·회원CS,게시판,체험단 모집·신청내역 관리(운영자),미판정,IA-121;SCOPE-121,,N,N,"L3/legacy-normalized.json#F-121,IA-121,SCOPE-121 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:122 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A122:K122",R3 · 문서 근거만 있음,,
STD-ADP-034,운영자·상품가격,상품,수작 상품 등록,미판정,F-111;IA-111;SCOPE-111,,N,N,"L3/legacy-normalized.json#F-111,IA-111,SCOPE-111 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:112 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A112:K112",R3 · 문서 근거만 있음,,
STD-ADP-035,운영자·상품가격,상품,디자인 상품 등록,미판정,F-113;IA-113;SCOPE-113,,N,N,"L3/legacy-normalized.json#F-113,IA-113,SCOPE-113 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:114 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A114:K114",R3 · 문서 근거만 있음,,
STD-MFG-136,생산·공정,MES연동,샵바이 웹훅 이벤트 수신 후 소비(결제완료 → 주문 상태 반영 · 생산 전환 착수),todo,,,Y,Y,L0/N3/ARCHITECTURE-v2.md §10 A-9 · raw/webadmin/webadmin/config/urls.py:271 (수신 엔드포인트 실재) · raw/webadmin/webadmin/catalog/shopby_hook.py (수신함만 · 소비자 grep 0건),신규 유입 · 수신함은 라이브인데 소비자가 0줄이다. 결제→생산 전환의 유일한 입구,,
STD-ORD-029,장바구니·주문,주문서,결제 직전 재견적(최종 금액을 다시 확정하고 결제로 넘김),todo,,,Y,Y,L0/N3/ARCHITECTURE-v2.md §10 A-15 (cart/* 미채택 · order/register 미호출 · 결제 직전 재견적 누락),신규 유입 · STD-OPT-043(옵션 변경 시 재견적)과 다른 지점이다 — 결제 진입 순간의 금액 확정,,
STD-SYS-023,시스템·플랫폼,연동,담기 전달값의 민감정보 비노출·서명 검증(계약 준수),todo,,,N,Y,L0/N3/ARCHITECTURE-v2.md §10 A-13 (토큰·원고 저장키·프로젝트 식별자 평문 노출) · §3.2 · §8 I-2,신규 유입 · 계약이 이미 정답을 갖고 있고 구현만 어긋나 있다,,
